ANO;DOCUMENTO;Nº ;ATO NORMATIVO;EMENTA;ÁREA MMA;ASSUNTO;LINK;STATUS;REVOGA
2014;RESOLUÇÃO CONAMA;463;Resolução CONAMA Nº 463/2014;"Dispõe sobre o controle ambiental de produtos destinados à remediação.
Revoga a Resolução CONAMA nº 314/2002. ";CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=679;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2014;RESOLUÇÃO CONAMA;464;Resolução CONAMA Nº 464/2014 ;Institui o calendário de Reuniões Ordinárias do CONAMA para o ano de 2015.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=683;ATO EXAURIDO;
2014;RESOLUÇÃO CONAMA;465;Resolução CONAMA Nº 465/2014;"Dispõe sobre os requisitos e critérios técnicos mínimos necessários para o licenciamento ambiental de estabelecimentos destinados ao recebimento de embalagens de agrotóxicos e afins, vazias ou contendo resíduos.
Revoga a Resolução CONAMA nº 334/2003 ";CONAMA;LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=684;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2015;RESOLUÇÃO CONAMA;468;Resolução CONAMA Nº 468/2015;Altera o calendário de Reuniões Ordinárias do CONAMA para o ano de 2015.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=687;ATO EXAURIDO;
2015;RESOLUÇÃO CONAMA;469;Resolução CONAMA Nº 469/2015 ;"Altera a Resolução CONAMA no 307, de 05 de julho de 2002, que estabelece diretrizes, critérios e procedimentos para a gestão dos resíduos da construção civil.
Altera art. 3º da Resolução CONAMA nº 307/2002 ";CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=688;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2015;RESOLUÇÃO CONAMA;471;Resolução CONAMA Nº 471/2015 ;"Institui o calendário de Reuniões Ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2016.
Resolução alterada pelas Resoluções 475/16, 476/16 e 477/16 ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=691;ATO EXAURIDO;
2015;RESOLUÇÃO CONAMA;472;Resolução CONAMA Nº 472/2015;"Dispõe sobre o uso de dispersantes químicos em incidentes de poluição por óleo no mar.
Revoga a Resolução CONAMA nº 269, de 14 de setembro de 2000.  ";CONAMA;SEGURANÇA QUÍMICA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=692;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2015;RESOLUÇÃO CONAMA;473;Resolução CONAMA Nº 473/2015;"Prorroga os prazos previstos no §2º do art. 1º e inciso III do art. 5º da Resolução nº 428, de 17 de dezembro de 2010, que dispõe no âmbito do licenciamento ambiental sobre a autorização do órgão responsável pela administração da Unidade de Conservação (UC), de que trata o § 3º do artigo 36 da Lei nº 9.985 de 18 de julho de 2000, bem como sobre a ciência do órgão responsável pela administração da UC no caso de licenciamento ambiental de empreendimentos não sujeitos a EIA-RIMA e dá outras providências
Altera o §2º do art. 1º e inciso III do art. 5º da Resolução CONAMA nº 428/2010. ";CONAMA;LICENCIAMENTO AMBIENTAL;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=693;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2014;INSTRUÇÃO NORMATIVA CONJUNTA - VINCULADAS;1;Instrução Normativa Conjunta IBAMA/ANVISA/ MAPA nº 01, de 16 de junho de 2014;Estabelecer as diretrizes e exigências para o registro dos agrotóxicos, seus componentes e afins para culturas com suporte fitossanitário insuficiente, bem como o limite máximo de resíduos permitido;IBAMA;USO DE AGROTÓXICOS;https://www.ibama.gov.br/phocadownload/agrotoxicos/avaliacao/2017/2017-07-26-Instrucao-Normativa-Conjunta-1-2014-CSFI.pdf;VIGENTE;
2016;INSTRUÇÃO NORMATIVA INTERMINISTERIAL;2;Instrução Normativa Interministerial MD/MMA nº 02, de 07 de julho de 2016;A exportação de cascos de ex-navios para desmonte ou recuperação deverá seguir os procedimentos previstos na Convenção de Basiléia sobre o Controle de Movimentos Transfronteiriços de Resíduos Perigosos e seu Depósito,;EXTERNO;SEGURANÇA QUÍMICA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=08/07/2016&jornal=1&pagina=48&totalArquivos=144;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2016;PORTARIA MMA;93;Portaria MMA nº 93, de 06 de abril de 2016;Determina que para efeitos de atendimento aos requisitos estabelecidos na alínea c do inciso III do Artigo 6º da Lei nº 12.780, de 9 de janeiro de 2013, serão reconhecidas como pessoas jurídicas sem fins lucrativos com objetos sociais relacionados à proteção ambiental as Organizações Não Governamentais - ONGs;DCONAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=07/04/2016&jornal=1&pagina=70&totalArquivos=160;VIGENTE;
2016;PORTARIA MMA;120;Portaria MMA nº 120, de 25 de abril de 2016;Homologa os Processos das entidades ambientalistas que tiveram seu cadastramento deferido conforme avaliação da Comissão Permanente do Cadastro Nacional de Entidades Ambientalistas - CPCNEA;DCONAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=26/04/2016&jornal=1&pagina=58&totalArquivos=112;VIGENTE;
2016;PORTARIA MMA;481;Portaria MMA nº 481, de 1º de dezembro de 2016;Homologa os Processos das entidades ambientalistas que tiveram seu cadastramento deferido conforme avaliação da Comissão Permanente do Cadastro Nacional de Entidades Ambientalistas- CPCNEA;DCONAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=08/11/2016&jornal=1&pagina=56&totalArquivos=68;VIGENTE;
2016;RESOLUÇÃO CONAMA;474;Resolução CONAMA Nº 474/2016 ;"Altera a Resolução nº 411, de 6 de maio de 2009, que dispõe sobre procedimentos para inspeção de indústrias consumidoras ou transformadoras de produtos e subprodutos florestais madeireiros de origem nativa, bem como os respectivos padrões de nomenclatura e coeficientes de rendimento volumétricos, inclusive carvão vegetal e resíduos de serraria, e dá outras providências.
Alterada pela Resolução 484/2018 e altera a Resolução 411/2009 ";CONAMA;UTILIZAÇÃO DE PRODUTOS FLORESTAIS;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=694;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2016;RESOLUÇÃO CONAMA;475;Resolução CONAMA Nº 475/2016 ;Altera o calendário de reuniões ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2016Altera a Resolução 471/2015 ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=695;ATO EXAURIDO;
2016;RESOLUÇÃO CONAMA;476;Resolução CONAMA Nº 476/2016;"Altera o calendário de reuniões ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2016
Altera a Resolução 471/2015 ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=696;ATO EXAURIDO;
2016;RESOLUÇÃO CONAMA;477;Resolução CONAMA Nº 477/2016;Altera o calendário de reuniões ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2016 - Proposta de Resolução que institui o calendário de reuniões do CONAMA para o ano de 2016. ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=697;ATO EXAURIDO;
2016;RESOLUÇÃO CONAMA;478;Resolução CONAMA Nº 478/2016;Institui o calendário de Reuniões Ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2017;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=698;ATO EXAURIDO;
2017;DECRETO;9177;Decreto nº 9.177, de 23 de outubro de 2017;Regulamenta o art. 33 da Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, e complementa os art. 16 e art. 17 do Decreto nº 7.404, de 23 de dezembro de 2010 e dá outras providências.;EXTERNO;AGENDA AMBIENTAL URBANA;http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/D9177.htm;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2017;RESOLUÇÃO CONAMA;480;Resolução CONAMA Nº 480/2017 ;Reconhece a revogação das resoluções discriminadas neste ato - Reconhece a revogação das Resoluções CONAMA nº 05/85, 14/86 e 11/90 ;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=701;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2017;RESOLUÇÃO CONAMA;481;Resolução CONAMA Nº 481/2017 ;Estabelece critérios e procedimentos para garantir o controle e a qualidade ambiental do processo de compostagem de resíduos orgânicos, e dá outras providências. ;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=702;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2017;RESOLUÇÃO CONAMA;483;Resolução CONAMA Nº 483/2017;"Institui o calendário de Reuniões Ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2018.
Alterada pela Resolução 485/2018 ";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=704;ATO EXAURIDO;
2018;PORTARIA MMA;16;Portaria MMA nº 16, de 25 de janeiro de 2018;Homologa os Processos das entidades ambientalistas que tiveram seu cadastramento deferido conforme avaliação da Comissão Permanente do Cadastro Nacional de Entidades Ambientalistas - CPCNEA.;DCONAMA;CONAMA;https://www.in.gov.br/web/dou/-/portaria-no-16-de-25-de-janeiro-de-2017-2153020;VIGENTE;
2018;PORTARIA MMA;260;Portaria MMA nº 260, de 29 de junho de 2018;Homologa Processo da Comissão Permanente do Cadastro Nacional de Entidades Ambientalistas - CPCNEA.;DCONAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/07/2018&jornal=515&pagina=114&totalArquivos=212;VIGENTE;
2018;RESOLUÇÃO CONAMA;485;Resolução CONAMA Nº 485/2018;Altera a Resolução nº 483/2017, que institui o calendário de Reuniões Ordinárias do Conselho Nacional do Meio Ambiente - CONAMA para o ano de 2018.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=708;ATO EXAURIDO;
2018;RESOLUÇÃO CONAMA;486;Resolução CONAMA Nº 486/2018 ;Reconhece a revogação das resoluções discriminadas neste ato.  Revoga as Resoluções 04/95 e 248/99.;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=709;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2018;RESOLUÇÃO CONAMA;491;Resolução CONAMA Nº 491/2018;Dispõe sobre padrões de qualidade do ar. Revoga a Resolução Conama nº 03/1990 e os itens 2.2.1 e 2.3 da Resolução Conama nº 05/1989.;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=766;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2018;RESOLUÇÃO CONAMA;492;Resolução CONAMA Nº 492/2018;Estabelece as Fases PROCONVE L7 e PROCONVE L8 de exigências do Programa de Controle da Poluição do Ar por Veículos Automotores - PROCONVE para veículos automotores leves novos de uso rodoviário, altera a Resolução CONAMA nº 15/1995 e dá outras providências. ;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=765;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2019;PORTARIA INTERMINISTERIAL;274;Portaria Interministerial MMA/MME nº 274, de 30 de abril de 2019;Disciplina a recuperação energética dos resíduos sólidos urbanos referida no § 1º do art. 9º da Lei nº 12.305, de 2010 e no art. 37 do Decreto nº 7.404, de 2010.;SQA;AGENDA AMBIENTAL URBANA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=515&pagina=57&data=02/05/2019;VIGENTE;
2019;PORTARIA MMA;412;Portaria MMA nº 412, de 25 de junho de 2019;Implementa o Sistema Nacional de Informações Sobre a Gestão dos Resíduos Sólidos - SINIR.;SQA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=27/06/2019&jornal=515&pagina=63;VIGENTE;
2019;INSTRUÇÃO NORMATIVA CONJUNTA - VINCULADAS;8;Instrução normativa Conjunta ICMBIO/IBAMA nº 08, de 27 de setembro de 2019;"Estabelece procedimentos entre o Instituto Chico Mendes de Conservação da Biodiversidade e o Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama- relacionados à Resolução nº 428, de 17 de dezembro de 2010, do Conselho Nacional do Meio Ambiente - Conama, e dá outras providências no âmbito do licenciamento ambiental federal.
(Processo Ibama nº 02001.012700/2018-08 e ICMBio nº 02070.006165/2017-43).";IBAMA/ICMBio;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=04/10/2019&jornal=515&pagina=52&totalArquivos=73;VIGENTE;
2015;PORTARIA MMA;315;Portaria MMA nº 315 de 02 de outubro de 2015;Institui o Plano de Gerenciamento de Resíduos Sólidos do Ministério do Meio Ambiente-PGRS;SQA;AGENDA AMBIENTAL URBANA;https://biosfera.mma.gov.br/internal/#/internalnewsletter/325;VIGENTE;
2008;RECOMENDAÇÃO;4;Recomendação CONAMA nº 06, de 14 de janeiro de 2008;Recomendar aos órgãos e às entidades do Sistema nacional do Meio Ambiente - SISNAMA a implementação da Agenda Nacional do Meio Ambiente.;CONAMA;CONAMA;http://www2.mma.gov.br/port/conama/;NÃO CONSTA REVOGAÇÃO EXPRESSA;
1999;INSTRUÇÃO NORMATIVA IBAMA;6;Instrução Normativa IBAMA nº 06, de 07 de dezembro de 1999;Instituir o selo de homologação do proncove,anexo i, para ser usado alternativamente aos dizeres 'veiculo em conformidade com o programa de controle da poluição do ar por veículos automotores - proconve, em atendimento a resolução conama nº 18, de 6 de maio de 1986, item viii, subitem 3.10.;IBAMA;AGENDA AMBIENTAL URBANA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=103895;VIGENTE;
2002;INSTRUÇÃO NORMATIVA IBAMA;25;Instrução Normativa IBAMA nº 25, de 07 de novembro de 2002;Instituir o selo de homologação do proconve/promot, para atendimento, pelos fabricantes e importadores de veículos automotores, da resolução conama;IBAMA;AGENDA AMBIENTAL URBANA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=109629;VIGENTE;
2004;INSTRUÇÃO NORMATIVA IBAMA;55;Instrução Normativa IBAMA nº 55, de 19 de novembro de 2004;Utilização dos valores especificados nesta para o ensaio de emissões segundo resolução conama;IBAMA;AGENDA AMBIENTAL URBANA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=111567;VIGENTE;
2006;INSTRUÇÃO NORMATIVA IBAMA;127;Instrução Normativa IBAMA nº 127, de 24 de outubro de 2006;Confirmar os limites de emissão para motores a gás natural previstos na resolução conama nº 315, de 29 de outubro de 2002, art. 15, § 5º, para vigorarem a partir de 1º de janeiro de 2007, assim como as condições para ensaio da tabela 2 do § 12;IBAMA;AGENDA AMBIENTAL URBANA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=112782;VIGENTE;
2007;INSTRUÇÃO NORMATIVA IBAMA;146;Instrução Normativa IBAMA nº 146, de 10 de janeiro de 2007;Estabelecer os critérios para procedimentos relativos ao manejo de fauna silvestre (levantamento, monitoramento, salvamento, resgate e destinação) em áreas de influencia de empreendimentos e atividades consideradas efetiva ou potencialmente causadoras de impactos à fauna sujeitas ao licenciamento ambiental, como definido pela lei nº 6938/81 e pelas resoluções conama nº 001/86 e nº 237/97;IBAMA;BIODIVERSIDADE / LICENCIAMENTO AMBIENTAL;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=113065;VIGENTE;
2009;INSTRUÇÃO NORMATIVA IBAMA;24;Instrução Normativa IBAMA nº 24, de 28 de agosto de 2009;"Estabelecer especificações e critérios de verificação e certificação dos sistemas obdbr-2, em complemento aos artigos 1º e 5º da resolução conama nº 354, de 13 de dezembro de 2004, e da instrução normativa IBAMA nº 126, de 24 de outubro de 2006 (obdbr-1)
ALTERADA POR IN Nº 5 DE 19 DE ABRIL DE 2017";IBAMA;AGENDA AMBIENTAL URBANA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=115155;VIGENTE;
2014;INSTRUÇÃO NORMATIVA IBAMA;9;Instrução Normativa IBAMA nº 09, de 23 de maio de 2014;Estabelecer, no âmbito desta Autarquia, os procedimentos relacionados às obras de emergência, de urgência e de rotina em ferrovias, as quais integram a Licença de Operação, conforme disciplinam os art. 7º e 8º da Resolução CONAMA nº 349, de 16 de agosto de 2004.;IBAMA;LICENCIAMENTO AMBIENTAL;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=149&data=26/05/2014;REVOGAÇÃO TÁCITA;
2002;PORTARIA IBAMA;4;Portaria IBAMA nº 04, de 12 de julho de 2002;Os requerimentos de concessão ou renovação de autorização de corte seletivo e plano de manejo florestal no estado de santa catarina deverão estar adequados ao estrito cumprimento dos parâmetros, definições e limites referentes ás áreas de preservação permanentes estabelecidos pela resolução nº 303/02 do conama;IBAMA;PLANO DE MANEJO;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=109063;NÃO CONSTA REVOGAÇÃO EXPRESSA;
1992;PORTARIA IBAMA;1193;Portaria IBAMA nº 1.193, de 19 de junho de 1992;Estabelece grupo de trabalho para auxiliar o ibama na elaboracao de instrucoes normativas contendo os procedimentos e exigencias complementares necessarios a aplicacao da resolucao n. 06/1990, do conama, que trata do uso de dispersantes quimicos nas acoes de combate aos derrames de petroleo e seus derivados. REVOGADO pela Portaria IBAMA nº 1.510, de 13 de junho de 2022.;IBAMA;SEGURANÇA QUÍMICA / POLUIÇÃO MARINHA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=95679;REVOGADO;
1990;PORTARIA IBAMA;1937;Portaria IBAMA nº 1.937, de 28 de setembro de 1990;Determina que os veiculos importados para comercializacao e uso no territorio nacional devem atender plenamente aos limites de emissao e demais exigencias estabelecidas pelas resolucoes do conama;IBAMA;ATIVIDADES POTENCIALMENTE POLUIDORAS;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/10/1990&jornal=1&pagina=24&totalArquivos=132;NÃO CONSTA REVOGAÇÃO EXPRESSA;
1995;PORTARIA IBAMA;115;Portaria IBAMA nº 115, de 29 de dezembro de 1995;Torna publico que recebera a partir de 18/1/96 ate 08/03/96 os votos das organizacoes ambientalistas nao governamentais para eleicao dos 5 (cinco) representantes das regioes sul, sudeste, norte, centro-oeste e nordeste que deverao tormar assento no conama no bienio 96/97;IBAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/1996&jornal=1&pagina=52&totalArquivos=64;NÃO CONSTA REVOGAÇÃO EXPRESSA;
1996;PORTARIA IBAMA;2206;Portaria IBAMA nº 2.206, de 27 de dezembro de 1996;Designa com base na resolucao do conama nº 22/94, representantes para compor comissao permanente para proceder novos cadastramentos e recadastramentos no cadastro nacional das entidades ambientalistas -cnea;IBAMA;CONAMA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=08/01/1997&jornal=2&pagina=42&totalArquivos=44;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2009;PORTARIA IBAMA;21;Portaria IBAMA nº 21, de 14 de outubro de 2009;Delegar o licenciamento ambiental das obras da duplicação da rodovia br - 050/mg,divisa go/mg- entroncamento br -365 (uberlândia), à secretaria de estado do meio ambiente e desenvolvimento sustentável - semad, considerando autorização legal dada pela resolução do conama 237/1997, art. 4º § 2º, e do licenciamento ambiental que por força da lei 6.938/1981, art. 10 , §4º, e da resolução do conama nº 237/1997, art. 4º incisos i, ii e iii, insere-se na competência da união;IBAMA;LICENCIAMENTO AMBIENTAL;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=115253;VIGENTE;
2008;PORTARIA IBAMA;28;Portaria IBAMA nº 28, de 21 de novembro de 2008;Revogar a instrução normativa ibama nº 03, de 15 de abril de 1999, publicada no d.o.u. de 16 de abril de 1999, que estabelece os critérios para o licenciamento ambiental de empreendimentos e atividades que envolvem o manejo de fauna silvestre exótica e de fauna silvestre brasileira em cativeiro pelo ibama considerando o disposto no art. 10 da lei nº 6.938/81 e resolução conama nº 237/97;IBAMA;LICENCIAMENTO AMBIENTAL;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=114605;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;PORTARIA IBAMA;29;Portaria IBAMA nº 29, de 12 de novembro de 2010;Delegar a competência para o prosseguimento do licenciamento ambiental do empreendimento estaleiro alusa galvão ao instituto estadual do ambiente do rio de janeiro - inea/rj, nos termos da resolução conama 237/97, sem prejuízo da competência supletiva do ibama e do acompanhamento técnico da sua diretoria de licenciamento ambiental - dilic;IBAMA;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=16/11/2010&jornal=1&pagina=66&totalArquivos=88;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2008;PORTARIA IBAMA;29;Portaria IBAMA nº 29, de 28 de novembro de 2008;Submeter à consulta pública, pelo prazo de 90 (sessenta) dias a contar da data de publicação desta portaria, a especificação do agente redutor líquido de nox automotivo - arla 32,constate no anexo i desta portaria, em atendimento a resolução conama nº 403, de 11 de novembro de 2008, artigo 11, §3;IBAMA;SEGURANÇA QUÍMICA;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=114626;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;PORTARIA IBAMA;30;Portaria IBAMA nº 30, de 12 de novembro de 2010;Delegar a competência para a emissão das renovações da licença de operação do empreendimento estaleiro brasfels ao instituto estadual do ambiente do rio de janeiro - inea/rj, nos termos da resolução conama 237/97, sem prejuízo da competência supletiva do ibama e do acompanhamento técnico da sua diretoria de licenciamento ambiental - dilic;IBAMA;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=16/11/2010&jornal=1&pagina=66&totalArquivos=88;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;PORTARIA IBAMA;31;Portaria IBAMA nº 31, de 12 de novembro de 2010;Delegar a competência para a emissão das renovações da licença de operação do empreendimento estaleiro mauá ao instituto estadual do ambiente do rio de janeiro - inea/rj, nos termos da resolução conama 237/97, sem prejuízo da competência supletiva do ibama e do acompanhamento técnico da sua diretoria de licenciamento ambiental - dilic;IBAMA;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=16/11/2010&jornal=1&pagina=67&totalArquivos=88;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;PORTARIA IBAMA;32;Portaria IBAMA nº 32, de 12 de novembro de 2010;Delegar a competência para o prosseguimento do licenciamento ambiental do empreendimento estaleiro jurong aracruz ao instituto estadual do meio ambiente do espírito santo - iema/es, nos termos da resolução conama 237/97, sem prejuízo da competência supletiva do ibama e do acompanhamento técnico da sua diretoria de licenciamento ambiental - dilic;IBAMA;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=16/11/2010&jornal=1&pagina=67&totalArquivos=88;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2010;PORTARIA IBAMA;33;Portaria IBAMA nº 33, de 17 de novembro de 2010;Delegar a competência para o licenciamento ambiental do empreendimento denominado estaleiro osx brasil s. a.ao instituto do ambiente do rio de janeiro - inea/rj, nos termos da resolução conama 237/97, sem prejuízo da competência supletiva do ibama e do acompanhamento técnico da sua diretoria de licenciamento ambiental - dilic;IBAMA;LICENCIAMENTO AMBIENTAL;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=22/11/2010&jornal=1&pagina=85&totalArquivos=184;REVOGADO;
2001;PORTARIA IBAMA;38;Portaria IBAMA nº 38, de 08 de março de 2001;Instalar a câmara técnica ambiental -cta, para analisar os processos de licenciamento ambiental de empreendimentos considerados efetiva ou potencialmente poluidores, bem como os capazes, sob qualquer forma, de causar degradacao ambiental, localizados no raio de 10 quilometros no entorno das unidades de conservaçao federal existentes no distrito federal, com vistas a atender o disposto nas resolucoes conama nº 13/90 e a 237/97;IBAMA;LICENCIAMENTO AMBIENTAL;https://www.ibama.gov.br/component/legislacao/?view=legislacao&legislacao=105503;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2020;PORTARIA MMA;219;Portaria MMA nº 219, de 29 de abril de 2020;Complementa a Portaria MMA nº 412, de 25  junho de 2019, quanto à necessidade da disponibilização de informações atualizadas no SINIR como condição para os Estados, Distrito Federal e Municípios terem acesso a recursos do Ministério do Meio Ambiente, ou por ele controlados, destinados a empreendimentos, equipamentos e serviços relacionados à gestão de resíduos sólidos, e prorroga excepcionalmente o prazo para a disponibilização de informações referentes ao exercício de 2019;SQA;AGENDA AMBIENTAL URBANA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/04/2020&jornal=515&pagina=76&totalArquivos=105;VIGENTE;
2020;PORTARIA MMA;252;Portaria MMA nº 252, de 1º de junho de 2020;Torna pública a abertura de processo de consulta pública da proposta de Termo de Compromisso para a implementação de ações voltadas à economia circular e logística reversa de embalagens em geral.;SQA;AGENDA AMBIENTAL URBANA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=03/06/2020&jornal=515&pagina=490&totalArquivos=524;ATO EXAURIDO;
2020;PORTARIA MMA;280;Portaria MMA nº 280, de 29 de junho de 2020;Regulamenta os arts. 56 e 76 do Decreto nº 7.404, de 23 de dezembro de 2010, e o art. 8º do Decreto nº 10.388, de 5 de junho de 2020, institui o Manifesto de Transporte de Resíduos - MTR nacional, como ferramenta de gestão e documento declaratório de implantação e operacionalização do plano de gerenciamento de resíduos, dispõe sobre o Inventário Nacional de Resíduos Sólidos e complementa a Portaria nº 412, de 25 de junho de 2019.;SQA;AGENDA AMBIENTAL URBANA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/06/2020&jornal=515&pagina=95&totalArquivos=141;VIGENTE;
2018;INSTRUÇÃO NORMATIVA IBAMA;26;Instrução Normativa IBAMA nº 26, de 18 de dezembro de 2018;Estabelecer os parâmetros e procedimentos para monitoramento ambiental da aplicação de dispersantes químicos no mar, conforme definido na Resolução CONAMA 472/2015.;IBAMA;SEGURANÇA QUÍMICA;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=19/12/2018&jornal=515&pagina=160&totalArquivos=197;VIGENTE;
2020;DECRETO;10453;Decreto nº 10.453, de 10 de agosto de 2020;Altera o Decreto nº 10.117, de 19 de novembro de 2019, que dispõe sobre a qualificação de projetos para ampliação da capacidade de recuperação energética de resíduos sólidos urbanos no âmbito do Programa de Parcerias de Investimentos da Presidência da República.;EXTERNO;AGENDA AMBIENTAL URBANA;http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/decreto/D10453.htm#:~:text=DECRETO%20N%C2%BA%2010.453%2C%20DE%2010,Investimentos%20da%20Presid%C3%AAncia%20da%20Rep%C3%BAblica.;VIGENTE;
